site,date,transect,species,crevice_depth_cm,crevice_width_cm,position_m,size_cm,agg_counts,agg_id,agg_number,agg_name,presence
Carmel Pt,20021118,6,H_cracherodii,80,5,27,8,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,8,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,20,7,28,8,8,99,3,agg_Carmel Pt_20021118_T6_3,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,9,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,6,H_cracherodii,80,5,27,9,7,98,2,agg_Carmel Pt_20021118_T6_2,Yes
Carmel Pt,20021118,7,H_cracherodii,15,5,28,6,1,100,1,agg_Carmel Pt_20021118_T7_1,No
Hopkins,20170210,1,H_cracherodii,20,6,27,8,2,420,1,agg_Hopkins_20170210_T1_1,No
Hopkins,20170210,1,H_cracherodii,20,6,27,10,2,420,1,agg_Hopkins_20170210_T1_1,No
Hopkins,20170210,2,H_cracherodii,15,5,21,7,2,421,1,agg_Hopkins_20170210_T2_1,No
Hopkins,20170210,2,H_cracherodii,15,5,21,5,2,421,1,agg_Hopkins_20170210_T2_1,No
Hopkins,20170210,4,H_cracherodii,15,5,21,7,2,422,1,agg_Hopkins_20170210_T4_1,No
Hopkins,20170210,4,H_cracherodii,15,5,21,5,2,422,1,agg_Hopkins_20170210_T4_1,No
Hopkins,20170210,7,H_cracherodii,30,20,23,10,1,423,1,agg_Hopkins_20170210_T7_1,No
Hopkins,20170210,7,H_cracherodii,>30,>30,24,7,2,424,2,agg_Hopkins_20170210_T7_2,No
Hopkins,20170210,7,H_cracherodii,>30,>30,24,13,2,424,2,agg_Hopkins_20170210_T7_2,No
Hopkins,20170210,7,H_cracherodii,15,20,27,12,3,425,3,agg_Hopkins_20170210_T7_3,No
Hopkins,20170210,7,H_cracherodii,15,20,27,15,3,425,3,agg_Hopkins_20170210_T7_3,No
Hopkins,20170210,7,H_cracherodii,15,20,27,6,3,425,3,agg_Hopkins_20170210_T7_3,No
Hopkins,20170210,8,H_cracherodii,15,3,5,15,2,426,1,agg_Hopkins_20170210_T8_1,No
Hopkins,20170210,8,H_cracherodii,15,3,5,7,2,426,1,agg_Hopkins_20170210_T8_1,No
Carmel Pt,20170226,1,H_cracherodii,15,5,6,16,1,102,2,agg_Carmel Pt_20170226_T1_2,No
Carmel Pt,20170226,1,H_cracherodii,40,4.5,10,13,1,103,3,agg_Carmel Pt_20170226_T1_3,No
Carmel Pt,20170226,1,H_cracherodii,30,25,5,10,3,101,1,agg_Carmel Pt_20170226_T1_1,No
Carmel Pt,20170226,1,H_cracherodii,30,NA,5,15,3,101,1,agg_Carmel Pt_20170226_T1_1,No
Carmel Pt,20170226,1,H_cracherodii,50,NA,5,15,3,101,1,agg_Carmel Pt_20170226_T1_1,No
Carmel Pt,20170226,1,H_cracherodii,10,NA,NA,17,1,106,6,agg_Carmel Pt_20170226_T1_6,No
Carmel Pt,20170226,1,H_cracherodii,55,15,27,17,1,104,4,agg_Carmel Pt_20170226_T1_4,No
Carmel Pt,20170226,1,H_cracherodii,20,10,28,8,1,105,5,agg_Carmel Pt_20170226_T1_5,No
Carmel Pt,20170226,2,H_cracherodii,30,4,4,12,1,107,1,agg_Carmel Pt_20170226_T2_1,No
Carmel Pt,20170226,2,H_cracherodii,5,5,5,3,1,108,2,agg_Carmel Pt_20170226_T2_2,No
Carmel Pt,20170226,2,H_cracherodii,5,10,30,15,1,109,3,agg_Carmel Pt_20170226_T2_3,No
Carmel Pt,20170226,4,H_cracherodii,32,13,12,16,1,111,2,agg_Carmel Pt_20170226_T4_2,No
Carmel Pt,20170226,4,H_cracherodii,6,5,19,15,1,113,4,agg_Carmel Pt_20170226_T4_4,No
Carmel Pt,20170226,4,H_cracherodii,29,27,16,7,2,112,3,agg_Carmel Pt_20170226_T4_3,No
Carmel Pt,20170226,4,H_cracherodii,31,27,16,8,2,112,3,agg_Carmel Pt_20170226_T4_3,No
Carmel Pt,20170226,4,H_cracherodii,13,10,2,12,1,110,1,agg_Carmel Pt_20170226_T4_1,No
Carmel Pt,20170226,5,H_cracherodii,13,15,5,12,1,114,1,agg_Carmel Pt_20170226_T5_1,No
Carmel Pt,20170226,5,H_cracherodii,24,17,15,9,1,116,3,agg_Carmel Pt_20170226_T5_3,No
Carmel Pt,20170226,5,H_cracherodii,17,10,12,19,1,115,2,agg_Carmel Pt_20170226_T5_2,No
Carmel Pt,20170226,6,H_cracherodii,20,5,20,8,1,121,5,agg_Carmel Pt_20170226_T6_5,No
Carmel Pt,20170226,6,H_cracherodii,45,35,6,10,2,120,4,agg_Carmel Pt_20170226_T6_4,No
Carmel Pt,20170226,6,H_cracherodii,45,35,6,12,2,120,4,agg_Carmel Pt_20170226_T6_4,No
Carmel Pt,20170226,6,H_cracherodii,28,10,5,14,1,119,3,agg_Carmel Pt_20170226_T6_3,No
Carmel Pt,20170226,6,H_cracherodii,10,8,2,12,2,118,2,agg_Carmel Pt_20170226_T6_2,No
Carmel Pt,20170226,6,H_cracherodii,10,6,2,10,2,118,2,agg_Carmel Pt_20170226_T6_2,No
Carmel Pt,20170226,6,H_cracherodii,40,15,1,17,4,117,1,agg_Carmel Pt_20170226_T6_1,Yes
Carmel Pt,20170226,6,H_cracherodii,80,7,1,18,4,117,1,agg_Carmel Pt_20170226_T6_1,Yes
Carmel Pt,20170226,6,H_cracherodii,80,7,1,15,4,117,1,agg_Carmel Pt_20170226_T6_1,Yes
Carmel Pt,20170226,6,H_cracherodii,80,7,1,14,4,117,1,agg_Carmel Pt_20170226_T6_1,Yes
Carmel Pt,20170226,7,H_cracherodii,35,5,27,7,1,123,2,agg_Carmel Pt_20170226_T7_2,No
Carmel Pt,20170226,7,H_cracherodii,35,5,30,14,1,124,3,agg_Carmel Pt_20170226_T7_3,No
Carmel Pt,20170226,7,H_cracherodii,10,4,18,10,1,122,1,agg_Carmel Pt_20170226_T7_1,No
Carmel Pt,20170226,8,H_cracherodii,10,3,27,12,1,125,1,agg_Carmel Pt_20170226_T8_1,No
Carmel Pt,20170307,9,H_cracherodii,15,5,18,15,2,130,5,agg_Carmel Pt_20170307_T9_5,No
Carmel Pt,20170307,9,H_cracherodii,15,5,18,N/A,2,130,5,agg_Carmel Pt_20170307_T9_5,No
Carmel Pt,20170307,9,H_cracherodii,25,5,14,10,1,129,4,agg_Carmel Pt_20170307_T9_4,No
Carmel Pt,20170307,9,H_cracherodii,20,4,12,2,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,20,4,12,2,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,20,4,12,3,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,20,4,12,4,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,20,4,12,4,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,20,4,12,4,6,128,3,agg_Carmel Pt_20170307_T9_3,Yes
Carmel Pt,20170307,9,H_cracherodii,4,15,8,5,1,127,2,agg_Carmel Pt_20170307_T9_2,No
Carmel Pt,20170307,9,H_cracherodii,10,5,2,3,1,126,1,agg_Carmel Pt_20170307_T9_1,No
Pt Pinos,20170310,1,H_cracherodii,30,0,5,3,1,509,1,agg_Pt Pinos_20170310_T1_1,No
Pt Pinos,20170310,1,H_cracherodii,11,5,10,6,2,510,2,agg_Pt Pinos_20170310_T1_2,No
Pt Pinos,20170310,1,H_cracherodii,20,10,10,9,2,510,2,agg_Pt Pinos_20170310_T1_2,No
Pt Pinos,20170310,1,H_cracherodii,10,5,19,10,2,511,3,agg_Pt Pinos_20170310_T1_3,No
Pt Pinos,20170310,1,H_cracherodii,10,5,19,8,2,511,3,agg_Pt Pinos_20170310_T1_3,No
Pt Pinos,20170310,1,H_cracherodii,25,8,22,10,2,512,4,agg_Pt Pinos_20170310_T1_4,No
Pt Pinos,20170310,1,H_cracherodii,30,9,22,12,2,512,4,agg_Pt Pinos_20170310_T1_4,No
Pt Pinos,20170310,3,H_cracherodii,20,15,12,8,1,513,1,agg_Pt Pinos_20170310_T3_1,No
Pt Pinos,20170310,4,H_cracherodii,22,7,12,15,1,514,1,agg_Pt Pinos_20170310_T4_1,No
Pt Pinos,20170310,5,H_cracherodii,10,8,21,15,1,515,1,agg_Pt Pinos_20170310_T5_1,No
Pt Pinos,20170310,5,H_cracherodii,7,3,23,4,1,516,2,agg_Pt Pinos_20170310_T5_2,No
Pt Pinos,20170310,5,H_cracherodii,15,5,26,4,2,517,3,agg_Pt Pinos_20170310_T5_3,No
Pt Pinos,20170310,5,H_cracherodii,10,7,26,7,2,517,3,agg_Pt Pinos_20170310_T5_3,No
Pt Pinos,20170310,6,H_cracherodii,24,10,22,10,2,519,2,agg_Pt Pinos_20170310_T6_2,No
Pt Pinos,20170310,6,H_cracherodii,22,10,22,9,2,519,2,agg_Pt Pinos_20170310_T6_2,No
Pt Pinos,20170310,6,H_cracherodii,0,0,18,11,1,518,1,agg_Pt Pinos_20170310_T6_1,No
Pt Pinos,20170310,6,H_cracherodii,25,11,23,7,2,520,3,agg_Pt Pinos_20170310_T6_3,No
Pt Pinos,20170310,6,H_cracherodii,25,11,23,8,2,520,3,agg_Pt Pinos_20170310_T6_3,No
Pt Pinos,20170310,7,H_cracherodii,25,10,15,10,3,521,1,agg_Pt Pinos_20170310_T7_1,No
Pt Pinos,20170310,7,H_cracherodii,25,10,15,12,3,521,1,agg_Pt Pinos_20170310_T7_1,No
Pt Pinos,20170310,7,H_cracherodii,25,10,15,10,3,521,1,agg_Pt Pinos_20170310_T7_1,No
Cannery Row,20170404,1,H_cracherodii,15,10,30,6,1,3,1,agg_Cannery Row_20170404_T1_1,No
Cannery Row,20170404,2,H_cracherodii,60,10,6,15,3,5,2,agg_Cannery Row_20170404_T2_2,No
Cannery Row,20170404,2,H_cracherodii,11,12,7,10,1,6,3,agg_Cannery Row_20170404_T2_3,No
Cannery Row,20170404,2,H_cracherodii,60,3,6,6,3,5,2,agg_Cannery Row_20170404_T2_2,No
Cannery Row,20170404,2,H_cracherodii,60,10,6,5,3,5,2,agg_Cannery Row_20170404_T2_2,No
Cannery Row,20170404,2,H_cracherodii,NA,NA,5,2,1,4,1,agg_Cannery Row_20170404_T2_1,No
Cannery Row,20170404,4,H_cracherodii,15,5,28,5,3,7,1,agg_Cannery Row_20170404_T4_1,No
Cannery Row,20170404,4,H_cracherodii,15,5,28,8,3,7,1,agg_Cannery Row_20170404_T4_1,No
Cannery Row,20170404,4,H_cracherodii,15,5,28,7,3,7,1,agg_Cannery Row_20170404_T4_1,No
Cannery Row,20170404,5,H_cracherodii,100,5,12,7,3,8,1,agg_Cannery Row_20170404_T5_1,No
Cannery Row,20170404,5,H_cracherodii,100,5,12,4,3,8,1,agg_Cannery Row_20170404_T5_1,No
Cannery Row,20170404,5,H_cracherodii,100,5,12,4,3,8,1,agg_Cannery Row_20170404_T5_1,No
Hopkins,20180212,1,H_cracherodii,35,20,13,6,2,427,1,agg_Hopkins_20180212_T1_1,No
Hopkins,20180212,1,H_cracherodii,35,20,13,8,2,427,1,agg_Hopkins_20180212_T1_1,No
Hopkins,20180212,2,H_cracherodii,25,15,14,10.5,2,428,1,agg_Hopkins_20180212_T2_1,No
Hopkins,20180212,2,H_cracherodii,25,15,14,9,2,428,1,agg_Hopkins_20180212_T2_1,No
Hopkins,20180212,3,H_cracherodii,34,11,9,14,1,429,1,agg_Hopkins_20180212_T3_1,No
Hopkins,20180212,3,H_cracherodii,50,12,30,16,3,430,2,agg_Hopkins_20180212_T3_2,No
Hopkins,20180212,3,H_cracherodii,13,7,30,7,3,430,2,agg_Hopkins_20180212_T3_2,No
Hopkins,20180212,3,H_cracherodii,8,10,30,7,3,430,2,agg_Hopkins_20180212_T3_2,No
Hopkins,20180212,4,H_cracherodii,21,16,26,4,1,431,1,agg_Hopkins_20180212_T4_1,No
Hopkins,20180212,5,H_cracherodii,65,3,5,7,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,65,3,5,4,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,65,3,5,10,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,10,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,6,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,3,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,4,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,2,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,2,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,77,4,25,6,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,5,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,8,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,9,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,2,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,70,4,26,7,2,435,4,agg_Hopkins_20180212_T5_4,No
Hopkins,20180212,5,H_cracherodii,5,3,26,10,2,435,4,agg_Hopkins_20180212_T5_4,No
Hopkins,20180212,5,H_cracherodii,45,5,25,5,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,4,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,2,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,65,5,24,2,6,433,2,agg_Hopkins_20180212_T5_2,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,2,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,73,4,25,7,8,434,3,agg_Hopkins_20180212_T5_3,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,10,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,6,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,63,3,5,3,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,65,3,5,7,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,65,3,5,4,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Hopkins,20180212,5,H_cracherodii,80,25,5,10,12,432,1,agg_Hopkins_20180212_T5_1,Yes
Pt Pinos,20180226,2,H_cracherodii,20,10,7,11,1,522,1,agg_Pt Pinos_20180226_T2_1,No
Pt Pinos,20180226,2,H_cracherodii,30,15,13,14,2,523,2,agg_Pt Pinos_20180226_T2_2,No
Pt Pinos,20180226,2,H_cracherodii,12,8,23,12,2,524,3,agg_Pt Pinos_20180226_T2_3,No
Pt Pinos,20180226,2,H_cracherodii,30,15,13,14,2,523,2,agg_Pt Pinos_20180226_T2_2,No
Pt Pinos,20180226,2,H_cracherodii,25,6,23,8,2,524,3,agg_Pt Pinos_20180226_T2_3,No
Pt Pinos,20180226,3,H_cracherodii,20,3,17,10,4,525,1,agg_Pt Pinos_20180226_T3_1,Yes
Pt Pinos,20180226,3,H_cracherodii,20,3,17,8,4,525,1,agg_Pt Pinos_20180226_T3_1,Yes
Pt Pinos,20180226,3,H_cracherodii,20,3,17,5,4,525,1,agg_Pt Pinos_20180226_T3_1,Yes
Pt Pinos,20180226,3,H_cracherodii,40,6,28,8,1,528,4,agg_Pt Pinos_20180226_T3_4,No
Pt Pinos,20180226,3,H_cracherodii,70,6,29,10,2,529,5,agg_Pt Pinos_20180226_T3_5,No
Pt Pinos,20180226,3,H_cracherodii,70,6,29,7,2,529,5,agg_Pt Pinos_20180226_T3_5,No
Pt Pinos,20180226,3,H_cracherodii,25,25,26,7,1,527,3,agg_Pt Pinos_20180226_T3_3,No
Pt Pinos,20180226,3,H_cracherodii,45,25,22,5,1,526,2,agg_Pt Pinos_20180226_T3_2,No
Pt Pinos,20180226,3,H_cracherodii,15,4,17,6,4,525,1,agg_Pt Pinos_20180226_T3_1,Yes
Pt Pinos,20180226,4,H_cracherodii,18,6,6,9.8,2,530,1,agg_Pt Pinos_20180226_T4_1,No
Pt Pinos,20180226,4,H_cracherodii,17,6,6,9,2,530,1,agg_Pt Pinos_20180226_T4_1,No
Pt Pinos,20180226,4,H_cracherodii,35,5,27,6,2,531,2,agg_Pt Pinos_20180226_T4_2,No
Pt Pinos,20180226,4,H_cracherodii,35,5,27,4,2,531,2,agg_Pt Pinos_20180226_T4_2,No
Pt Pinos,20180226,5,H_cracherodii,20,8,1,10,1,532,1,agg_Pt Pinos_20180226_T5_1,No
Pt Pinos,20180226,5,H_cracherodii,55,30,4,11,2,533,2,agg_Pt Pinos_20180226_T5_2,No
Pt Pinos,20180226,5,H_cracherodii,55,30,4,12,2,533,2,agg_Pt Pinos_20180226_T5_2,No
Pt Pinos,20180226,5,H_cracherodii,55,7,18,10,2,534,3,agg_Pt Pinos_20180226_T5_3,No
Pt Pinos,20180226,5,H_cracherodii,55,7,18,12,2,534,3,agg_Pt Pinos_20180226_T5_3,No
Pt Pinos,20180226,5,H_cracherodii,40,10,22,6,1,535,4,agg_Pt Pinos_20180226_T5_4,No
Pt Pinos,20180227,4,H_cracherodii,10,4,10,6,1,536,1,agg_Pt Pinos_20180227_T4_1,No
Carmel Pt,20180228,1,H_cracherodii,5,10,4,11,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,27,10,4,12,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,10,3,4,5,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,10,3,4,10,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,16,8,4,12,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,16,8,4,9,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,15,3,4,14,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,15,3,4,10,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,13,4,4,7,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,13,4,5,11,3,132,2,agg_Carmel Pt_20180228_T1_2,No
Carmel Pt,20180228,1,H_cracherodii,13,4,5,8,3,132,2,agg_Carmel Pt_20180228_T1_2,No
Carmel Pt,20180228,1,H_cracherodii,13,4,5,10,3,132,2,agg_Carmel Pt_20180228_T1_2,No
Carmel Pt,20180228,1,H_cracherodii,30,5,4,13,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,30,5,4,6,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,30,5,4,8,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,30,5,4,16,13,131,1,agg_Carmel Pt_20180228_T1_1,Yes
Carmel Pt,20180228,1,H_cracherodii,30,8,17,13,1,139,9,agg_Carmel Pt_20180228_T1_9,No
Carmel Pt,20180228,1,H_cracherodii,20,5,20,14.3,1,140,10,agg_Carmel Pt_20180228_T1_10,No
Carmel Pt,20180228,1,H_cracherodii,25,7,7,7,4,133,3,agg_Carmel Pt_20180228_T1_3,Yes
Carmel Pt,20180228,1,H_cracherodii,25,7,7,7,4,133,3,agg_Carmel Pt_20180228_T1_3,Yes
Carmel Pt,20180228,1,H_cracherodii,25,7,7,9,4,133,3,agg_Carmel Pt_20180228_T1_3,Yes
Carmel Pt,20180228,1,H_cracherodii,25,7,7,8,4,133,3,agg_Carmel Pt_20180228_T1_3,Yes
Carmel Pt,20180228,1,H_cracherodii,4,5,9,6,1,134,4,agg_Carmel Pt_20180228_T1_4,No
Carmel Pt,20180228,1,H_cracherodii,8,3,12,5,5,135,5,agg_Carmel Pt_20180228_T1_5,Yes
Carmel Pt,20180228,1,H_cracherodii,5,2,12,6,5,135,5,agg_Carmel Pt_20180228_T1_5,Yes
Carmel Pt,20180228,1,H_cracherodii,25,10,12,8,5,135,5,agg_Carmel Pt_20180228_T1_5,Yes
Carmel Pt,20180228,1,H_cracherodii,25,10,12,13,5,135,5,agg_Carmel Pt_20180228_T1_5,Yes
Carmel Pt,20180228,1,H_cracherodii,25,10,12,14,5,135,5,agg_Carmel Pt_20180228_T1_5,Yes
Carmel Pt,20180228,1,H_cracherodii,25,13,13,6,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,25,13,13,N/A,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,35,6,13,6,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,35,6,13,15,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,35,6,13,11,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,35,6,13,6,6,136,6,agg_Carmel Pt_20180228_T1_6,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,10,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,3,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,17,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,10,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,15,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,14,8,6,137,7,agg_Carmel Pt_20180228_T1_7,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,15,6,4,138,8,agg_Carmel Pt_20180228_T1_8,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,15,5,4,138,8,agg_Carmel Pt_20180228_T1_8,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,15,6,4,138,8,agg_Carmel Pt_20180228_T1_8,Yes
Carmel Pt,20180228,1,H_cracherodii,25,4,15,9,4,138,8,agg_Carmel Pt_20180228_T1_8,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,12,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,13,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,8,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,13,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,6,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,7,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,29,5,7,141,11,agg_Carmel Pt_20180228_T1_11,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,10,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,12,4,30,3,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,12,4,30,8,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,12,4,30,7,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,7,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,4,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,8,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,3,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,6,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,3,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,5,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,1,H_cracherodii,40,5,30,5,12,142,12,agg_Carmel Pt_20180228_T1_12,Yes
Carmel Pt,20180228,2,H_cracherodii,21,3,4,15,1,143,1,agg_Carmel Pt_20180228_T2_1,No
Carmel Pt,20180228,2,H_cracherodii,10,8,5,9,1,144,2,agg_Carmel Pt_20180228_T2_2,No
Carmel Pt,20180228,2,H_cracherodii,35,10,11,12,3,145,3,agg_Carmel Pt_20180228_T2_3,No
Carmel Pt,20180228,2,H_cracherodii,35,8,11,15,3,145,3,agg_Carmel Pt_20180228_T2_3,No
Carmel Pt,20180228,2,H_cracherodii,35,8,11,13,3,145,3,agg_Carmel Pt_20180228_T2_3,No
Carmel Pt,20180228,2,H_cracherodii,22,11,12,12,1,146,4,agg_Carmel Pt_20180228_T2_4,No
Carmel Pt,20180228,2,H_cracherodii,15,3,21,4,1,147,5,agg_Carmel Pt_20180228_T2_5,No
Carmel Pt,20180228,2,H_cracherodii,18,6,27,16,1,148,6,agg_Carmel Pt_20180228_T2_6,No
Carmel Pt,20180228,3,H_cracherodii,30,6,9,7,1,149,1,agg_Carmel Pt_20180228_T3_1,No
Carmel Pt,20180228,3,H_cracherodii,60,20,21,12,3,150,2,agg_Carmel Pt_20180228_T3_2,No
Carmel Pt,20180228,3,H_cracherodii,60,20,21,10,3,150,2,agg_Carmel Pt_20180228_T3_2,No
Carmel Pt,20180228,3,H_cracherodii,60,20,21,10,3,150,2,agg_Carmel Pt_20180228_T3_2,No
Carmel Pt,20180228,3,H_cracherodii,50,10,22,15,2,151,3,agg_Carmel Pt_20180228_T3_3,No
Carmel Pt,20180228,3,H_cracherodii,5,8,22,12,2,151,3,agg_Carmel Pt_20180228_T3_3,No
Carmel Pt,20180228,4,H_cracherodii,50,15,1,8,1,152,1,agg_Carmel Pt_20180228_T4_1,No
Carmel Pt,20180228,4,H_cracherodii,50,20,3,11,1,153,2,agg_Carmel Pt_20180228_T4_2,No
Carmel Pt,20180228,4,H_cracherodii,10,10,4,11,11,154,3,agg_Carmel Pt_20180228_T4_3,Yes
Carmel Pt,20180228,4,H_cracherodii,10,10,4,11.5,11,154,3,agg_Carmel Pt_20180228_T4_3,Yes
